id,x,y,cell_type
2373387,5801.0,7396.0,NK
2373388,4907.0,5997.0,NK
2373389,5017.0,7015.0,NK
2373392,4902.0,6938.0,NK
2373393,8758.0,7573.0,NK
2373394,3914.0,5461.0,NK
2373395,8667.0,3317.0,NK
2383063,8375.0,7295.0,Enterocyte
2383064,8455.0,2883.0,Enterocyte
2383065,5308.0,7876.0,Enterocyte
2383066,5764.0,7810.0,TA
2383067,6924.0,1223.0,Enterocyte
2383068,9098.0,8543.0,Enterocyte
2383069,8445.0,8875.0,Enterocyte
2383070,7600.0,2450.0,TA
2383071,9322.0,4772.0,Enterocyte
2383072,9250.0,4955.0,Enterocyte
2383073,6452.0,454.0,CD66+ Enterocyte
2383074,7660.0,2012.0,Enterocyte
2383075,9161.0,4727.0,Enterocyte
2383076,5382.0,8890.0,CD66+ Enterocyte
2383077,6778.0,1477.0,Enterocyte
2383078,4600.0,7462.0,CD66+ Enterocyte
2383079,9198.0,7142.0,Enterocyte
2383080,3712.0,7406.0,TA
2383081,5972.0,7349.0,Enterocyte
2383082,8541.0,5128.0,CD66+ Enterocyte
2383083,4989.0,5362.0,Enterocyte
2383084,4328.0,5802.0,Enterocyte
2383085,8943.0,6671.0,Enterocyte
2383086,6530.0,913.0,Enterocyte
2383087,9051.0,6221.0,Enterocyte
2383088,8376.0,2308.0,CD66+ Enterocyte
2383089,5255.0,7505.0,Enterocyte
2383090,8710.0,6687.0,Enterocyte
2383091,4904.0,6950.0,Enterocyte
2383092,8297.0,8419.0,Enterocyte
2383093,5956.0,18.0,Enterocyte
2383094,4776.0,7553.0,Enterocyte
2383095,5581.0,4904.0,Enterocyte
2383096,6600.0,7358.0,Enterocyte
2383097,9198.0,6834.0,Enterocyte
2383098,3739.0,7988.0,Enterocyte
2383099,6616.0,7387.0,Enterocyte
2383100,8318.0,8874.0,Enterocyte
2383101,8445.0,6664.0,TA
2383102,4744.0,7103.0,TA
2383103,6491.0,7738.0,Enterocyte
2383104,7876.0,2172.0,Enterocyte
2383105,8364.0,6767.0,Enterocyte
2383106,9145.0,8251.0,Enterocyte
2383107,8792.0,5418.0,TA
2383108,9216.0,5391.0,Enterocyte
2383109,7614.0,1940.0,Enterocyte
2383110,8728.0,7371.0,TA
2383111,7274.0,1029.0,CD66+ Enterocyte
2383112,5560.0,8621.0,CD66+ Enterocyte
2383113,8430.0,8872.0,Enterocyte
2383114,7007.0,9061.0,TA
2383115,8798.0,6877.0,Enterocyte
2383116,7796.0,1820.0,CD66+ Enterocyte
2383117,5519.0,8380.0,Enterocyte
2383118,5399.0,5573.0,Enterocyte
2383119,6397.0,1069.0,Enterocyte
