id,x,y,cell_type
204010,4002.0,7201.0,Smooth muscle
204011,4967.0,5406.0,Stroma
204012,4262.0,1724.0,Nerve
204013,4293.0,3790.0,Nerve
204014,3733.0,7142.0,Stroma
204015,4292.0,1718.0,Stroma
204016,3782.0,7218.0,Stroma
204017,3710.0,7209.0,Stroma
204018,3927.0,6992.0,ICC
204019,4145.0,6926.0,Stroma
204020,4247.0,1778.0,Nerve
204021,4812.0,393.0,Stroma
204022,3932.0,6851.0,Stroma
204023,4081.0,2365.0,Lymphatic
204024,4132.0,2633.0,Nerve
204025,3849.0,7054.0,Stroma
204026,6222.0,2792.0,Stroma
204027,3751.0,7169.0,Lymphatic
204028,4147.0,1605.0,Lymphatic
204029,3896.0,6987.0,Stroma
204030,4311.0,3799.0,Nerve
204031,4325.0,3907.0,Stroma
204032,4207.0,3432.0,Lymphatic
204033,4297.0,3107.0,Nerve
204034,4208.0,6832.0,Stroma
204035,3785.0,7195.0,Stroma
204036,3992.0,8048.0,Stroma
204037,3874.0,7030.0,Stroma
204038,4448.0,1546.0,Nerve
204039,4797.0,7295.0,Nerve
204040,4579.0,187.0,Lymphatic
204041,4184.0,1576.0,Nerve
204042,3828.0,6924.0,Stroma
204043,4384.0,3827.0,Nerve
204044,5315.0,4538.0,Nerve
204045,4205.0,6910.0,Stroma
204046,4444.0,3539.0,Nerve
204047,6127.0,3402.0,Nerve
204048,3948.0,6914.0,Lymphatic
204049,4448.0,5028.0,Nerve
204050,4197.0,2307.0,Nerve
204051,4203.0,2807.0,Nerve
204052,3862.0,6966.0,Stroma
204053,4017.0,6833.0,Stroma
204054,4262.0,2837.0,Nerve
204055,4008.0,6947.0,Stroma
204056,4326.0,3881.0,Nerve
204057,4865.0,536.0,Stroma
204058,5742.0,1640.0,Stroma
204059,4661.0,3761.0,Nerve
204060,4239.0,2380.0,Stroma
204061,4682.0,535.0,Nerve
204062,4166.0,2798.0,Nerve
204063,4122.0,6844.0,Stroma
204064,4334.0,1416.0,Nerve
204065,5356.0,1445.0,Nerve
204066,4311.0,3548.0,Nerve
204067,5096.0,5693.0,Stroma
204068,4061.0,6929.0,Stroma
204069,4386.0,1615.0,Nerve
204070,4257.0,3542.0,Nerve
204071,4253.0,3000.0,ICC
204072,4181.0,3513.0,Stroma
204073,4373.0,7160.0,Nerve
204074,4449.0,1608.0,Nerve
204075,3744.0,7241.0,Stroma
204076,4452.0,3582.0,Nerve
204077,4236.0,2851.0,Nerve
204078,4385.0,3272.0,Nerve
204079,5005.0,376.0,Stroma
204080,4357.0,3615.0,Nerve
204081,4396.0,3879.0,Nerve
204082,4456.0,3832.0,Nerve
204083,4167.0,2884.0,Nerve
204084,4343.0,3308.0,Nerve
204085,4457.0,3718.0,Nerve
204086,4426.0,1589.0,Nerve
204087,4476.0,1583.0,Nerve
204088,3830.0,7824.0,Cycling TA
204089,1348.0,5000.0,Stroma
204090,3863.0,8029.0,Cycling TA
204091,3898.0,7958.0,Cycling TA
204092,1335.0,5004.0,Stroma
204093,4483.0,6453.0,Stroma
204094,4292.0,7460.0,Cycling TA
204095,3948.0,7679.0,Cycling TA
204096,3899.0,7942.0,Cycling TA
204097,4091.0,7274.0,Cycling TA
204098,4563.0,1118.0,Stroma
204099,5441.0,166.0,Stroma
204100,3966.0,6880.0,Stroma
204101,4455.0,2827.0,Stroma
204102,4697.0,2369.0,Stroma
204103,5986.0,1144.0,Stroma
204104,5497.0,140.0,Stroma
204105,6414.0,4201.0,Stroma
204106,4269.0,7251.0,Stroma
204107,3926.0,7791.0,Stroma
204108,6377.0,326.0,Stroma
204109,5587.0,495.0,Stroma
204110,3952.0,5437.0,Stroma
204111,6656.0,2871.0,Stroma
204112,6077.0,775.0,Stroma
204113,5047.0,4219.0,Stroma
204114,5138.0,1694.0,Stroma
204115,4143.0,5602.0,Stroma
204116,4283.0,2275.0,Stroma
204117,3836.0,5292.0,Stroma
204118,6626.0,2655.0,Stroma
204119,4732.0,3642.0,Stroma
204120,4604.0,129.0,Stroma
204121,6648.0,2726.0,Stroma
204122,4810.0,76.0,Stroma
204123,4841.0,7494.0,Stroma
204124,4835.0,3811.0,Stroma
204125,3811.0,5604.0,Stroma
204126,4790.0,1119.0,Stroma
204127,3937.0,7504.0,Stroma
204128,5605.0,4209.0,Stroma
204129,5865.0,1103.0,Stroma
204130,4964.0,3272.0,Stroma
204131,6621.0,1225.0,Enterocyte
