id,x,y,cell_type
1442289,6711.0,2106.0,Cycling TA
1442290,6913.0,1228.0,Cycling TA
1442291,7629.0,8465.0,Cycling TA
1442292,6522.0,866.0,Cycling TA
1442293,7938.0,4582.0,Cycling TA
1442294,881.0,6792.0,Cycling TA
1442295,8404.0,7786.0,Cycling TA
1442296,6856.0,4295.0,Cycling TA
1442297,8523.0,7996.0,Cycling TA
1442298,2027.0,7722.0,Cycling TA
1442299,6673.0,1054.0,Cycling TA
1442300,59.0,2786.0,Cycling TA
1442301,6626.0,736.0,Cycling TA
1442302,8293.0,5771.0,Cycling TA
1442303,6492.0,676.0,Cycling TA
1442304,2158.0,6808.0,Cycling TA
1442305,1398.0,7427.0,Cycling TA
1442306,6377.0,3057.0,Cycling TA
1442307,6507.0,1125.0,Cycling TA
1442308,6609.0,956.0,Cycling TA
1442309,6459.0,932.0,Cycling TA
1442310,7499.0,4849.0,Cycling TA
1442311,7310.0,1774.0,Cycling TA
1442312,6796.0,653.0,Cycling TA
1442313,7081.0,2663.0,Cycling TA
1442314,7535.0,8517.0,Cycling TA
1442315,6880.0,1391.0,Cycling TA
1442316,6713.0,3501.0,Cycling TA
1442317,6956.0,1955.0,Cycling TA
1442318,8006.0,5094.0,Cycling TA
1442319,171.0,3062.0,Cycling TA
1442320,1911.0,7106.0,Cycling TA
1442321,2051.0,5409.0,Cycling TA
1444546,7857.0,877.0,Cycling TA
1444547,8012.0,4142.0,Cycling TA
1444548,7490.0,3445.0,Cycling TA
1444549,7839.0,837.0,CD66+ Enterocyte
1444550,8540.0,4773.0,CD66+ Enterocyte
1444551,7665.0,1493.0,CD66+ Enterocyte
1444552,7856.0,850.0,CD66+ Enterocyte
1444553,8200.0,3621.0,CD66+ Enterocyte
1444554,7904.0,4424.0,CD66+ Enterocyte
1444555,7355.0,853.0,CD66+ Enterocyte
1444556,9127.0,8467.0,Cycling TA
1444557,8504.0,3542.0,CD66+ Enterocyte
1444558,7496.0,1552.0,CD66+ Enterocyte
1444559,7810.0,3387.0,CD66+ Enterocyte
1444560,7282.0,733.0,CD66+ Enterocyte
1490123,8027.0,8099.0,Enterocyte
1490124,6428.0,2051.0,Enterocyte
1490125,7663.0,817.0,Enterocyte
1490126,6865.0,1442.0,Enterocyte
1490127,8845.0,8004.0,Enterocyte
1490128,8358.0,6386.0,Enterocyte
1490129,8905.0,4917.0,Enterocyte
