id,x,y,cell_type
2471725,9216.0,1017.0,Neuroendocrine
2471726,8210.0,7245.0,Neuroendocrine
2471727,8205.0,1626.0,Cycling TA
2471728,8860.0,1908.0,Cycling TA
2471729,8916.0,1322.0,Cycling TA
2471730,7764.0,4855.0,Cycling TA
2471731,9116.0,8908.0,Cycling TA
2471732,7532.0,4763.0,Cycling TA
2471733,8323.0,7362.0,Cycling TA
2471734,8683.0,4356.0,Cycling TA
2471735,8282.0,7256.0,Cycling TA
2471736,7119.0,6072.0,Cycling TA
2471737,7660.0,6676.0,Cycling TA
2471738,8598.0,2324.0,Cycling TA
2471739,7090.0,5479.0,Cycling TA
2471740,8052.0,7337.0,Cycling TA
2471741,9048.0,1483.0,Cycling TA
2471742,9182.0,10.0,Cycling TA
2471743,8611.0,4607.0,Cycling TA
2471744,8718.0,7698.0,Cycling TA
2471745,8550.0,7717.0,Cycling TA
2471746,7180.0,6717.0,Cycling TA
2471747,9241.0,2544.0,Cycling TA
2471748,8053.0,7470.0,Cycling TA
2471861,8855.0,3257.0,CD66+ Enterocyte
2471862,8636.0,6927.0,CD66+ Enterocyte
2471863,9238.0,7762.0,CD66+ Enterocyte
2471864,7962.0,5344.0,CD66+ Enterocyte
2471865,9262.0,3126.0,CD66+ Enterocyte
2471866,9013.0,4451.0,CD66+ Enterocyte
2471867,9347.0,2472.0,CD66+ Enterocyte
2471868,7257.0,6158.0,CD66+ Enterocyte
2471869,8550.0,6757.0,CD66+ Enterocyte
2471870,9052.0,7439.0,CD66+ Enterocyte
2471871,8413.0,5355.0,CD66+ Enterocyte
2471872,8886.0,7156.0,CD66+ Enterocyte
2471873,7554.0,5669.0,CD66+ Enterocyte
2471874,7689.0,5343.0,CD66+ Enterocyte
2471875,8774.0,5318.0,CD66+ Enterocyte
2471876,8657.0,7063.0,CD66+ Enterocyte
2471877,8501.0,6929.0,CD66+ Enterocyte
2471878,6847.0,5337.0,CD66+ Enterocyte
2471879,9162.0,3744.0,CD66+ Enterocyte
2471880,8887.0,7254.0,CD66+ Enterocyte
2471881,7563.0,5720.0,CD66+ Enterocyte
2471882,9236.0,3356.0,CD66+ Enterocyte
2471883,8887.0,7229.0,CD66+ Enterocyte
2471884,9035.0,7590.0,CD66+ Enterocyte
2471885,8955.0,1060.0,CD66+ Enterocyte
2471886,7846.0,5429.0,CD66+ Enterocyte
2471887,7805.0,5440.0,CD66+ Enterocyte
2471888,7632.0,6264.0,CD66+ Enterocyte
2471889,9225.0,3323.0,CD66+ Enterocyte
2471890,7914.0,5487.0,CD66+ Enterocyte
2471891,9311.0,3208.0,CD66+ Enterocyte
2471892,9248.0,7783.0,CD66+ Enterocyte
2471893,7749.0,5631.0,CD66+ Enterocyte
2471894,7712.0,5421.0,CD66+ Enterocyte
