id,x,y,cell_type
312058,7338.0,5992.0,CD66+ Enterocyte
312059,7013.0,5451.0,CD66+ Enterocyte
312061,3483.0,5814.0,Neuroendocrine
312062,1131.0,6770.0,Cycling TA
312063,4768.0,3308.0,Neuroendocrine
312064,6415.0,1708.0,Neuroendocrine
312179,473.0,6589.0,Cycling TA
312180,6957.0,7308.0,Cycling TA
312181,1291.0,7144.0,Cycling TA
312182,3232.0,8965.0,Cycling TA
312183,5473.0,7957.0,Cycling TA
312184,240.0,6779.0,Cycling TA
312185,4753.0,56.0,Cycling TA
312186,2799.0,8124.0,Cycling TA
312187,6352.0,4365.0,Cycling TA
312188,937.0,7161.0,Cycling TA
312189,4686.0,275.0,Cycling TA
312190,5218.0,3623.0,Cycling TA
312191,4144.0,3430.0,Cycling TA
312192,328.0,6061.0,Cycling TA
312193,6940.0,3900.0,Cycling TA
312194,1084.0,2622.0,Cycling TA
312195,2623.0,7724.0,Cycling TA
312196,3225.0,2209.0,Cycling TA
312197,6540.0,5213.0,Cycling TA
312198,6929.0,728.0,Cycling TA
312199,4556.0,4293.0,Cycling TA
312200,2741.0,7283.0,Cycling TA
312201,3753.0,2005.0,Cycling TA
312202,6967.0,7321.0,Cycling TA
312203,2647.0,7349.0,Cycling TA
312204,1117.0,2963.0,Cycling TA
312205,2582.0,3699.0,Cycling TA
312206,3228.0,7568.0,Cycling TA
312207,6562.0,4452.0,Cycling TA
312208,896.0,6973.0,Cycling TA
312209,7009.0,4681.0,Cycling TA
312210,2810.0,8132.0,Cycling TA
312211,1177.0,2490.0,Cycling TA
312212,1084.0,1939.0,Cycling TA
312213,997.0,2758.0,Cycling TA
312214,5158.0,1543.0,Cycling TA
312215,6450.0,4709.0,Cycling TA
312216,1803.0,3820.0,Cycling TA
312217,4742.0,4419.0,Cycling TA
312218,6157.0,4358.0,Cycling TA
312219,4798.0,321.0,Cycling TA
312220,7255.0,2459.0,Cycling TA
312221,4894.0,3234.0,Cycling TA
312222,6250.0,1623.0,Cycling TA
312223,1274.0,6040.0,Cycling TA
312224,2641.0,5969.0,Cycling TA
312225,1051.0,3458.0,Cycling TA
312226,1389.0,570.0,Cycling TA
312227,951.0,1408.0,Cycling TA
312228,4746.0,17.0,Cycling TA
312229,916.0,7161.0,Cycling TA
312230,2554.0,8103.0,Cycling TA
312231,2377.0,8075.0,Cycling TA
312232,1925.0,3347.0,Cycling TA
312233,4413.0,3433.0,Cycling TA
312234,2341.0,661.0,Cycling TA
312235,6704.0,7437.0,Cycling TA
312236,4730.0,5.0,Cycling TA
312237,3159.0,405.0,Cycling TA
312238,2404.0,465.0,Cycling TA
312239,7234.0,7386.0,Cycling TA
312240,1117.0,2767.0,Cycling TA
312241,4712.0,30.0,Cycling TA
312242,4604.0,8312.0,Cycling TA
312243,6120.0,2456.0,Cycling TA
312255,5570.0,676.0,CD66+ Enterocyte
312256,1847.0,836.0,CD66+ Enterocyte
312257,1170.0,6625.0,CD66+ Enterocyte
312258,1146.0,5819.0,CD66+ Enterocyte
312259,7034.0,8453.0,CD66+ Enterocyte
312260,2112.0,5325.0,CD66+ Enterocyte
312261,1027.0,5935.0,CD66+ Enterocyte
312262,3035.0,1057.0,CD66+ Enterocyte
312263,8069.0,680.0,CD66+ Enterocyte
312264,8223.0,481.0,CD66+ Enterocyte
314138,5419.0,3027.0,Enterocyte
314139,4987.0,7304.0,Enterocyte
314140,7566.0,1353.0,Enterocyte
314141,4409.0,1923.0,Enterocyte
314142,6108.0,5663.0,Enterocyte
314143,5808.0,8031.0,Enterocyte
314144,6454.0,7766.0,Enterocyte
314145,1749.0,1561.0,Enterocyte
314146,5259.0,8304.0,Enterocyte
314147,1750.0,5185.0,Enterocyte
314148,256.0,5885.0,Enterocyte
314149,1945.0,1710.0,Enterocyte
314150,2188.0,5033.0,Enterocyte
314151,2014.0,951.0,Enterocyte
314152,7549.0,1102.0,Enterocyte
314153,802.0,6072.0,Enterocyte
314154,5451.0,1440.0,Enterocyte
314155,951.0,6877.0,Enterocyte
314156,5011.0,7721.0,Enterocyte
314157,2169.0,7390.0,Enterocyte
314158,3674.0,2790.0,Enterocyte
314159,3392.0,692.0,Enterocyte
314160,6290.0,8679.0,Enterocyte
314161,6289.0,741.0,Enterocyte
314162,7694.0,5500.0,Enterocyte
314163,5582.0,8873.0,Enterocyte
314164,1010.0,6907.0,Enterocyte
314165,5378.0,963.0,Enterocyte
314166,5214.0,6575.0,Enterocyte
314167,2077.0,5736.0,Enterocyte
314168,8590.0,3550.0,Enterocyte
314169,4591.0,1640.0,Enterocyte
314170,4334.0,5801.0,Enterocyte
314171,547.0,5090.0,Enterocyte
314172,883.0,1692.0,Enterocyte
314173,1582.0,5396.0,Enterocyte
314174,1812.0,5401.0,Enterocyte
314175,4217.0,9058.0,Enterocyte
314176,2102.0,7256.0,Enterocyte
314177,1681.0,6154.0,Enterocyte
314178,3372.0,3855.0,Enterocyte
314179,2787.0,3622.0,Enterocyte
314180,4780.0,4704.0,Enterocyte
314181,4902.0,1863.0,Enterocyte
314182,1792.0,6604.0,Enterocyte
314183,3051.0,3193.0,Enterocyte
314184,6605.0,1657.0,Enterocyte
314185,4397.0,2858.0,Enterocyte
314186,4065.0,1496.0,Enterocyte
314187,3142.0,4639.0,Enterocyte
314188,1863.0,5036.0,Enterocyte
314189,264.0,6158.0,Enterocyte
314190,4004.0,5680.0,Enterocyte
314191,1406.0,5349.0,Enterocyte
314192,8122.0,648.0,Enterocyte
314193,1800.0,5408.0,Enterocyte
314194,5284.0,3324.0,Enterocyte
314195,6641.0,1676.0,Enterocyte
314196,4277.0,252.0,Enterocyte
314197,4641.0,1807.0,Enterocyte
314198,686.0,6861.0,Enterocyte
314199,8469.0,445.0,Enterocyte
314200,3615.0,545.0,Enterocyte
314201,6271.0,7261.0,Enterocyte
314202,7393.0,7374.0,Enterocyte
314203,292.0,6146.0,Enterocyte
314204,6513.0,4451.0,Enterocyte
314205,1972.0,613.0,Enterocyte
314206,8692.0,654.0,Enterocyte
314207,4546.0,314.0,Enterocyte
314208,5896.0,6571.0,Enterocyte
314209,2326.0,4544.0,Enterocyte
314210,5498.0,1514.0,Enterocyte
314211,1488.0,7073.0,Enterocyte
314212,7197.0,5035.0,Enterocyte
314213,400.0,6836.0,Enterocyte
314214,1805.0,5431.0,Enterocyte
314215,1509.0,2171.0,Enterocyte
314216,1616.0,5981.0,Enterocyte
314217,7588.0,7452.0,Enterocyte
314218,4245.0,1849.0,Enterocyte
314219,4270.0,8880.0,Enterocyte
314220,4975.0,7886.0,Enterocyte
314221,4695.0,3577.0,Enterocyte
314222,4719.0,2179.0,Enterocyte
314223,2091.0,3985.0,Enterocyte
314224,4876.0,2358.0,Enterocyte
314225,1059.0,400.0,Enterocyte
314226,3641.0,6086.0,Enterocyte
314227,1969.0,1406.0,Enterocyte
314228,3861.0,2929.0,Enterocyte
314229,2862.0,7773.0,Enterocyte
314230,1973.0,5765.0,Enterocyte
314231,2177.0,6021.0,Enterocyte
314232,3318.0,8412.0,Enterocyte
314233,4994.0,1477.0,Enterocyte
314234,7158.0,8184.0,Enterocyte
314235,3389.0,3489.0,Enterocyte
314236,5436.0,1009.0,Enterocyte
314237,2982.0,7345.0,Enterocyte
314238,1818.0,6403.0,Enterocyte
314239,3806.0,2553.0,Enterocyte
314240,2512.0,5027.0,Enterocyte
314241,5061.0,4342.0,Enterocyte
314242,2717.0,2108.0,Enterocyte
314243,836.0,1112.0,Enterocyte
314244,6694.0,7206.0,Enterocyte
314245,3153.0,7683.0,Enterocyte
314246,2340.0,2648.0,Enterocyte
314247,4621.0,8924.0,Enterocyte
314248,2807.0,2601.0,Enterocyte
314249,6047.0,4085.0,Enterocyte
314250,3952.0,1549.0,Enterocyte
314251,2888.0,293.0,Enterocyte
314252,6868.0,3352.0,Enterocyte
314253,6166.0,2746.0,Enterocyte
314254,1540.0,6230.0,Enterocyte
314255,4347.0,3808.0,Enterocyte
314256,6708.0,6015.0,Enterocyte
314257,1627.0,1439.0,Enterocyte
314258,2396.0,2549.0,Enterocyte
314259,7461.0,5497.0,Enterocyte
314260,672.0,428.0,Enterocyte
314261,2442.0,7243.0,Enterocyte
314262,700.0,5678.0,Enterocyte
314263,1052.0,414.0,Enterocyte
314264,5118.0,7302.0,Enterocyte
314265,4243.0,3106.0,Enterocyte
314266,5047.0,1302.0,Enterocyte
314267,3649.0,1899.0,Enterocyte
314268,4274.0,8491.0,Enterocyte
314269,2016.0,5487.0,Enterocyte
314270,2309.0,5405.0,Enterocyte
314271,3890.0,1683.0,Enterocyte
314272,5043.0,2702.0,Enterocyte
314273,803.0,1126.0,Enterocyte
314274,1640.0,2027.0,Enterocyte
314275,9044.0,118.0,Enterocyte
314276,5004.0,7697.0,Enterocyte
314277,4580.0,8917.0,Enterocyte
314278,7954.0,1537.0,Enterocyte
314279,4380.0,3321.0,Enterocyte
314280,225.0,6582.0,Enterocyte
314281,7201.0,8097.0,Enterocyte
314282,3063.0,5960.0,Enterocyte
314283,8962.0,309.0,Enterocyte
314284,3133.0,476.0,Enterocyte
314285,4133.0,9070.0,Enterocyte
314286,2111.0,1939.0,Enterocyte
314287,4429.0,363.0,Enterocyte
314288,5512.0,7501.0,Enterocyte
314289,3896.0,3045.0,Enterocyte
314290,4804.0,168.0,Enterocyte
314291,6315.0,1917.0,Enterocyte
314292,2434.0,1705.0,Enterocyte
314293,1490.0,1047.0,Enterocyte
314294,4668.0,7339.0,Enterocyte
314295,3808.0,1908.0,Enterocyte
314296,5706.0,5079.0,Enterocyte
314297,5499.0,8666.0,Enterocyte
314298,1410.0,7066.0,Enterocyte
314299,1804.0,5694.0,Enterocyte
314300,5671.0,3035.0,Enterocyte
314301,5053.0,7335.0,Enterocyte
314302,4689.0,5785.0,Enterocyte
314303,5116.0,7366.0,Enterocyte
314304,2063.0,2805.0,Enterocyte
314305,2693.0,2313.0,Enterocyte
314306,7117.0,573.0,Enterocyte
314307,4109.0,7960.0,Enterocyte
314308,514.0,5898.0,Enterocyte
314309,3439.0,3811.0,Enterocyte
314310,1810.0,6597.0,Enterocyte
314311,2139.0,1941.0,Enterocyte
314312,3315.0,3761.0,Enterocyte
314313,2562.0,4475.0,Enterocyte
314314,1116.0,5907.0,Enterocyte
314315,1451.0,7084.0,Enterocyte
314316,706.0,1111.0,Enterocyte
314317,4319.0,5877.0,Enterocyte
314318,3369.0,3374.0,Enterocyte
314319,2876.0,6183.0,Enterocyte
314320,905.0,6735.0,Enterocyte
314321,3774.0,8758.0,Enterocyte
314322,7657.0,5500.0,Enterocyte
314323,5176.0,2442.0,Enterocyte
314324,1887.0,7202.0,Enterocyte
314325,2194.0,3335.0,Enterocyte
314326,1199.0,4459.0,Enterocyte
314327,2362.0,4900.0,Enterocyte
314328,5472.0,689.0,Enterocyte
314329,3726.0,2830.0,Enterocyte
314330,5125.0,1332.0,Enterocyte
314331,2187.0,7457.0,Enterocyte
314332,7381.0,5747.0,Enterocyte
314333,3105.0,630.0,Enterocyte
314334,5202.0,1210.0,Enterocyte
314335,4031.0,2906.0,Enterocyte
314336,1950.0,3431.0,Enterocyte
314337,2893.0,6100.0,Enterocyte
314338,5454.0,2076.0,Enterocyte
314339,2470.0,1734.0,Enterocyte
314340,1869.0,6336.0,Enterocyte
314341,2433.0,943.0,Enterocyte
314342,1735.0,1463.0,Enterocyte
314343,2023.0,4347.0,Enterocyte
314344,2114.0,4947.0,Enterocyte
314345,1358.0,564.0,Enterocyte
314346,5628.0,2691.0,Enterocyte
314347,6499.0,5190.0,Enterocyte
314348,1391.0,4492.0,Enterocyte
314349,6413.0,1618.0,Enterocyte
314350,7088.0,1215.0,Enterocyte
314351,1475.0,1594.0,Enterocyte
314352,5549.0,2891.0,Enterocyte
314353,3434.0,3004.0,Enterocyte
314354,6518.0,6134.0,Enterocyte
314355,1673.0,6168.0,Enterocyte
314356,2068.0,4596.0,Enterocyte
314357,7396.0,5283.0,Enterocyte
314358,6780.0,8489.0,Enterocyte
314359,1334.0,6884.0,Enterocyte
314360,6118.0,5656.0,Enterocyte
314361,4303.0,3247.0,Enterocyte
314362,6485.0,2027.0,Enterocyte
314363,3661.0,2302.0,Enterocyte
314364,5317.0,1858.0,Enterocyte
314365,802.0,61.0,Enterocyte
314366,3464.0,6841.0,Enterocyte
314367,3728.0,5969.0,Enterocyte
314368,433.0,1006.0,Enterocyte
314369,2505.0,2059.0,Enterocyte
314370,5159.0,6574.0,Enterocyte
314371,8034.0,1350.0,Enterocyte
314372,6071.0,4125.0,Enterocyte
314373,3181.0,4328.0,Enterocyte
314374,7119.0,585.0,Enterocyte
314375,5512.0,877.0,Enterocyte
314376,4769.0,4427.0,Enterocyte
314377,3253.0,3309.0,Enterocyte
314378,9.0,6362.0,Enterocyte
314379,2660.0,5948.0,Enterocyte
314380,5151.0,1498.0,Enterocyte
314381,7907.0,522.0,Enterocyte
314382,2986.0,3943.0,Enterocyte
314383,3269.0,8856.0,Enterocyte
314384,4944.0,1485.0,Enterocyte
314385,2150.0,1968.0,Enterocyte
314386,6063.0,4099.0,Enterocyte
314387,2246.0,6126.0,Enterocyte
314388,4166.0,2606.0,Enterocyte
314389,5468.0,991.0,Enterocyte
314390,2819.0,4664.0,Enterocyte
314391,1229.0,4815.0,Enterocyte
314392,5221.0,8202.0,Enterocyte
314393,2577.0,4456.0,Enterocyte
314394,2506.0,2488.0,Enterocyte
314395,6818.0,3453.0,Enterocyte
314396,2367.0,3760.0,Enterocyte
314397,6196.0,2261.0,Enterocyte
314398,1710.0,6326.0,Enterocyte
314399,4650.0,344.0,Enterocyte
314400,4601.0,4468.0,Enterocyte
314401,2575.0,5050.0,Enterocyte
314402,2325.0,2018.0,Enterocyte
314403,1885.0,7109.0,Enterocyte
314404,5493.0,2432.0,Enterocyte
314405,3244.0,3314.0,Enterocyte
314406,2388.0,968.0,Enterocyte
314407,3358.0,3866.0,Enterocyte
314408,1683.0,6172.0,Enterocyte
314409,2200.0,6019.0,Enterocyte
314410,6545.0,7829.0,Enterocyte
314411,1467.0,439.0,Enterocyte
314412,4918.0,1353.0,Enterocyte
314413,933.0,6212.0,Enterocyte
314414,4751.0,3042.0,Enterocyte
314415,5930.0,3566.0,Enterocyte
314416,868.0,1246.0,Enterocyte
314417,6716.0,8448.0,Enterocyte
314418,1254.0,5542.0,Enterocyte
314419,4091.0,5855.0,Enterocyte
314420,4864.0,2012.0,Enterocyte
314421,5861.0,8310.0,Enterocyte
314422,5890.0,2519.0,Enterocyte
314423,2196.0,1169.0,Enterocyte
314424,4463.0,3380.0,Enterocyte
314425,3165.0,852.0,Enterocyte
314426,1487.0,3561.0,Enterocyte
314427,3332.0,5834.0,Enterocyte
314428,1714.0,7250.0,Enterocyte
314429,3708.0,2296.0,Enterocyte
314430,1955.0,722.0,Enterocyte
314431,4681.0,7548.0,Enterocyte
314432,6627.0,8190.0,Enterocyte
314433,3583.0,6007.0,Enterocyte
314434,2169.0,6053.0,Enterocyte
314435,1257.0,3469.0,Enterocyte
314436,6139.0,5388.0,Enterocyte
314437,5399.0,1001.0,Enterocyte
314438,1477.0,2650.0,Enterocyte
314439,6909.0,7044.0,Enterocyte
314440,1524.0,5095.0,Enterocyte
314441,6630.0,1186.0,Enterocyte
314442,5028.0,6293.0,Enterocyte
314443,5854.0,308.0,Enterocyte
314444,2095.0,716.0,Enterocyte
314445,6470.0,2424.0,Enterocyte
314446,996.0,7301.0,Enterocyte
314447,3531.0,8926.0,Enterocyte
314448,4667.0,4435.0,Enterocyte
314449,2669.0,2151.0,Enterocyte
314450,2852.0,2530.0,Enterocyte
314451,3430.0,3811.0,Enterocyte
314452,3132.0,3126.0,Enterocyte
314453,2476.0,5061.0,Enterocyte
314454,3823.0,289.0,Enterocyte
314455,2146.0,6104.0,Enterocyte
314456,5305.0,5174.0,Enterocyte
314457,3731.0,349.0,Enterocyte
314458,964.0,7229.0,Enterocyte
314459,4044.0,5681.0,Enterocyte
314460,3116.0,3053.0,Enterocyte
