id,x,y,cell_type
1780727,5094.0,2515.0,NK
1780728,7908.0,7536.0,NK
1780729,8996.0,1863.0,NK
1780730,9008.0,1860.0,NK
1780854,455.0,7906.0,Enterocyte
1780855,670.0,8033.0,Enterocyte
1780856,719.0,7633.0,Enterocyte
1780857,739.0,7640.0,Enterocyte
1780858,54.0,8098.0,Enterocyte
1780859,606.0,8136.0,Enterocyte
1780860,2470.0,4737.0,Enterocyte
1780861,2615.0,4530.0,Enterocyte
1780862,2607.0,4898.0,Enterocyte
1780863,2678.0,4190.0,Enterocyte
1780864,2421.0,5547.0,Enterocyte
1780865,2545.0,6020.0,Enterocyte
1780866,2559.0,5931.0,Enterocyte
1780867,2578.0,5933.0,Enterocyte
1780868,2597.0,5986.0,Enterocyte
1780869,2646.0,5771.0,Enterocyte
1780870,2662.0,6046.0,Enterocyte
1780871,2238.0,7002.0,Enterocyte
1780872,2222.0,7006.0,Enterocyte
1780873,2276.0,7049.0,Enterocyte
1780874,2280.0,7032.0,Enterocyte
1780875,2335.0,6473.0,Enterocyte
1780876,2334.0,6981.0,Enterocyte
1780877,2396.0,6526.0,Enterocyte
1780878,2416.0,6482.0,Enterocyte
1780879,2420.0,6499.0,Enterocyte
1780880,2434.0,6479.0,Enterocyte
1780881,2436.0,6693.0,Enterocyte
1780882,2463.0,6504.0,Enterocyte
1780883,2490.0,6359.0,Enterocyte
1780884,2498.0,6340.0,Enterocyte
1780885,2481.0,6610.0,Enterocyte
1780886,2511.0,6360.0,Enterocyte
1780887,2526.0,6047.0,Enterocyte
1780888,2474.0,7054.0,Enterocyte
1780889,2517.0,6386.0,Enterocyte
1780890,2565.0,6603.0,Enterocyte
1780891,2600.0,6257.0,Enterocyte
1780892,2573.0,6695.0,Enterocyte
1780893,2636.0,6290.0,Enterocyte
1780894,2622.0,6413.0,Enterocyte
1780895,2587.0,6667.0,Enterocyte
1780896,2638.0,6312.0,Enterocyte
1780897,2610.0,6729.0,Enterocyte
1780898,2642.0,6689.0,Enterocyte
1780899,2674.0,6117.0,Enterocyte
1780900,2653.0,6696.0,Enterocyte
1780901,2686.0,6106.0,Enterocyte
1780902,2674.0,6368.0,Enterocyte
1780903,2686.0,6501.0,Enterocyte
1780904,2686.0,6574.0,Enterocyte
1780905,2679.0,6706.0,Enterocyte
1780906,1875.0,7421.0,Enterocyte
1780907,1991.0,7385.0,Enterocyte
1780908,1962.0,7903.0,Enterocyte
1780909,1994.0,7911.0,Enterocyte
1780910,2040.0,7440.0,Enterocyte
1780911,2038.0,7577.0,Enterocyte
1780912,2073.0,7651.0,Enterocyte
1780913,2149.0,7447.0,Enterocyte
1780914,2182.0,7399.0,Enterocyte
1780915,2162.0,7808.0,Enterocyte
1780916,2206.0,7251.0,Enterocyte
1780917,2225.0,7086.0,Enterocyte
1780918,2229.0,7175.0,Enterocyte
1780919,2193.0,7964.0,Enterocyte
1780920,2171.0,8056.0,Enterocyte
1780921,2208.0,7655.0,Enterocyte
1780922,2239.0,7204.0,Enterocyte
1780923,2219.0,7639.0,Enterocyte
1780924,2246.0,7188.0,Enterocyte
1780925,2205.0,7829.0,Enterocyte
1780926,2218.0,7920.0,Enterocyte
1780927,2200.0,7943.0,Enterocyte
1780928,2281.0,7816.0,Enterocyte
