id,x,y,cell_type
209844,6820.0,3835.0,NK
209845,6454.0,3095.0,NK
209846,6700.0,2634.0,NK
209847,6860.0,3817.0,NK
209848,2184.0,7936.0,NK
209849,4228.0,8493.0,NK
209850,656.0,5294.0,NK
209851,4521.0,7134.0,NK
209852,2571.0,6539.0,NK
209853,6813.0,3789.0,NK
209854,6828.0,3817.0,NK
209855,4561.0,3983.0,NK
209856,6827.0,3856.0,NK
209857,8166.0,969.0,NK
209858,6800.0,3805.0,NK
209859,2013.0,6624.0,NK
209860,2750.0,5387.0,NK
209862,6531.0,2022.0,NK
209896,7358.0,4067.0,NK
209897,4945.0,7977.0,NK
209898,2630.0,8936.0,NK
209899,4809.0,2486.0,NK
209900,4944.0,3772.0,NK
210383,4129.0,5082.0,Enterocyte
210384,5090.0,6769.0,Enterocyte
210385,4019.0,4722.0,Enterocyte
210386,6016.0,6253.0,Enterocyte
210387,3944.0,4883.0,CD66+ Enterocyte
210388,5973.0,8208.0,Enterocyte
210389,3594.0,3324.0,Enterocyte
210390,6274.0,9054.0,Enterocyte
210391,1936.0,8854.0,Enterocyte
210392,3020.0,8557.0,Enterocyte
210393,3659.0,7098.0,Enterocyte
210394,3511.0,5800.0,Enterocyte
210395,548.0,8359.0,Enterocyte
210396,2781.0,6836.0,Enterocyte
210397,3014.0,8362.0,Enterocyte
210398,2129.0,8687.0,Enterocyte
210399,5046.0,5214.0,Enterocyte
210400,5537.0,6329.0,CD66+ Enterocyte
210401,6445.0,2986.0,Enterocyte
210402,7578.0,1624.0,Enterocyte
210403,5794.0,8060.0,CD66+ Enterocyte
210404,5150.0,3101.0,Enterocyte
210405,8826.0,776.0,CD66+ Enterocyte
210406,8581.0,2181.0,CD66+ Enterocyte
210407,6313.0,5891.0,Enterocyte
210408,3046.0,5417.0,Enterocyte
210409,5971.0,4718.0,Enterocyte
210410,4229.0,1768.0,Enterocyte
210411,2849.0,8685.0,Enterocyte
210412,5985.0,1372.0,Enterocyte
210413,4727.0,5812.0,Enterocyte
210414,2774.0,5555.0,Enterocyte
210415,3816.0,3869.0,Enterocyte
210416,6642.0,5049.0,CD66+ Enterocyte
210417,4893.0,4974.0,Enterocyte
210418,3395.0,5574.0,Enterocyte
210419,602.0,6571.0,CD66+ Enterocyte
210420,2376.0,7188.0,Enterocyte
210421,2866.0,7024.0,Enterocyte
210422,1773.0,7683.0,Enterocyte
210423,2809.0,5927.0,Enterocyte
210424,2314.0,7492.0,Enterocyte
210425,1153.0,7653.0,Enterocyte
210426,7443.0,734.0,Enterocyte
210427,7039.0,4637.0,Enterocyte
210428,2794.0,5101.0,Enterocyte
210429,5221.0,1022.0,CD66+ Enterocyte
210430,6708.0,2218.0,Enterocyte
210431,3418.0,7081.0,Enterocyte
210432,5858.0,6214.0,CD66+ Enterocyte
210433,5881.0,1568.0,Enterocyte
210434,2821.0,8572.0,Enterocyte
210435,6752.0,4791.0,Enterocyte
210436,3421.0,6695.0,Enterocyte
210437,6142.0,1772.0,Enterocyte
210438,5326.0,7828.0,CD66+ Enterocyte
210439,5041.0,6796.0,Enterocyte
210440,3853.0,7480.0,Enterocyte
210441,1769.0,6255.0,Enterocyte
210442,3789.0,3890.0,Enterocyte
210443,249.0,8507.0,Enterocyte
210444,6957.0,5076.0,CD66+ Enterocyte
210445,5108.0,7060.0,Enterocyte
210446,92.0,8737.0,Enterocyte
210447,2888.0,8108.0,Enterocyte
210448,8151.0,2042.0,Enterocyte
210449,4249.0,8393.0,Enterocyte
210450,6131.0,7698.0,Enterocyte
210451,371.0,8291.0,Enterocyte
210452,6022.0,1878.0,Enterocyte
210453,5789.0,1777.0,Enterocyte
210454,7789.0,1319.0,Enterocyte
210455,523.0,8053.0,Enterocyte
210456,2695.0,5486.0,Enterocyte
210457,4478.0,5839.0,Enterocyte
210458,4325.0,8195.0,Enterocyte
210459,2301.0,7867.0,Enterocyte
210460,4743.0,8278.0,Enterocyte
210461,6098.0,4577.0,Enterocyte
210462,439.0,9040.0,Enterocyte
210463,6421.0,1374.0,Enterocyte
210464,3936.0,3813.0,Enterocyte
210465,2483.0,7892.0,Enterocyte
210466,3547.0,5062.0,Enterocyte
210467,1197.0,6359.0,CD66+ Enterocyte
210468,3192.0,6155.0,Enterocyte
210469,4768.0,4863.0,Enterocyte
210470,7287.0,5153.0,CD66+ Enterocyte
210471,6994.0,3132.0,Enterocyte
210472,5921.0,2410.0,Enterocyte
210473,1207.0,7050.0,Enterocyte
210474,7063.0,1270.0,Enterocyte
210475,5110.0,6355.0,Enterocyte
210476,4624.0,6770.0,Enterocyte
210477,4721.0,8440.0,Enterocyte
210478,4147.0,6210.0,Enterocyte
210479,3963.0,8980.0,Enterocyte
210480,3650.0,5588.0,Enterocyte
210481,2453.0,7863.0,Enterocyte
210482,4505.0,1831.0,Enterocyte
210483,8217.0,3124.0,Enterocyte
210484,4145.0,8510.0,Enterocyte
210485,7105.0,3184.0,Enterocyte
210486,5379.0,8117.0,Enterocyte
210487,3191.0,3087.0,Enterocyte
210488,2555.0,5981.0,Enterocyte
210489,4730.0,5828.0,Enterocyte
210490,5497.0,7379.0,CD66+ Enterocyte
210491,3787.0,7891.0,Enterocyte
210492,7493.0,4647.0,Enterocyte
210493,4007.0,4226.0,Enterocyte
210494,6392.0,5859.0,CD66+ Enterocyte
210495,6129.0,2419.0,Enterocyte
210496,6487.0,933.0,Enterocyte
210497,6447.0,4394.0,Enterocyte
210498,6653.0,2520.0,Enterocyte
210499,5813.0,6581.0,CD66+ Enterocyte
210500,3674.0,5873.0,Enterocyte
210501,3961.0,7705.0,Enterocyte
210502,5755.0,3982.0,Enterocyte
210503,4676.0,7099.0,Enterocyte
210504,3978.0,4049.0,Enterocyte
210505,1164.0,8947.0,Enterocyte
210506,3270.0,7171.0,Enterocyte
210507,2917.0,7393.0,Enterocyte
210508,7053.0,1011.0,Enterocyte
210509,2533.0,7343.0,Enterocyte
210510,1869.0,6557.0,Enterocyte
210511,5504.0,5031.0,Enterocyte
210512,5985.0,8990.0,CD66+ Enterocyte
210513,1242.0,6774.0,Enterocyte
210514,3306.0,6257.0,Enterocyte
210515,6262.0,6317.0,CD66+ Enterocyte
210516,6434.0,6620.0,Enterocyte
210517,6276.0,5485.0,Enterocyte
210518,7508.0,4728.0,Enterocyte
210519,4812.0,3438.0,Enterocyte
210520,5072.0,5104.0,Enterocyte
210521,7792.0,1137.0,Enterocyte
210522,5993.0,1697.0,Enterocyte
210523,6044.0,4921.0,Enterocyte
210524,1693.0,8178.0,Enterocyte
210525,4563.0,8031.0,Enterocyte
210526,6060.0,5451.0,Enterocyte
210527,5838.0,4253.0,Enterocyte
210528,2721.0,9010.0,Enterocyte
210529,3229.0,2907.0,CD66+ Enterocyte
210530,5360.0,5056.0,Enterocyte
210531,5701.0,8766.0,Enterocyte
210532,4644.0,7082.0,Enterocyte
210533,2764.0,6344.0,Enterocyte
210534,4356.0,4680.0,Enterocyte
210535,5534.0,6307.0,Enterocyte
210536,2758.0,8552.0,Enterocyte
210537,8837.0,1094.0,Enterocyte
210538,5610.0,7441.0,Enterocyte
210539,5521.0,3293.0,Enterocyte
210540,4462.0,5778.0,Enterocyte
210541,2223.0,7386.0,Enterocyte
210542,330.0,7857.0,Enterocyte
210543,6975.0,1869.0,Enterocyte
210544,3921.0,5435.0,Enterocyte
210545,5308.0,7689.0,CD66+ Enterocyte
210546,1265.0,7292.0,Enterocyte
210547,7373.0,5256.0,Enterocyte
210548,4780.0,4865.0,Enterocyte
210549,1909.0,8895.0,Enterocyte
210550,6862.0,3735.0,Enterocyte
210551,5196.0,6674.0,Enterocyte
210552,3355.0,6795.0,Enterocyte
210553,5565.0,4448.0,Enterocyte
210554,4330.0,7004.0,Enterocyte
210555,3571.0,5063.0,Enterocyte
210556,5805.0,1394.0,Enterocyte
210557,6810.0,4373.0,Enterocyte
210558,1290.0,7086.0,Enterocyte
210559,4532.0,4622.0,Enterocyte
210560,6418.0,5113.0,Enterocyte
210561,2065.0,6531.0,Enterocyte
210562,5027.0,3327.0,Enterocyte
210563,7128.0,3806.0,Enterocyte
210564,1106.0,7909.0,Enterocyte
210565,5411.0,8903.0,Enterocyte
210566,4195.0,5934.0,Enterocyte
